Date,Close,High,Low,Open,Volume,Year,Month,Day,IsYearStart,IsYearEnd,Returns,Returns (%),MA20,MA50,Volatility,lag1,lag2
2010-04-20,7.328650951385498,7.468278539435912,7.27981133926621,7.4470047206449195,738326400,2010,April,Tuesday,0,0,-0.01003734204798079,-1.003734204798079,7.151046180725098,6.647574710845947,0.008629837708874077,7.402956962585449,7.412848472595215
2010-04-21,7.767009258270264,7.79787145557668,7.662437991748239,7.754424509833983,982391200,2010,April,Wednesday,0,0,0.05981432459979463,5.981432459979463,7.1972791194915775,6.686586513519287,0.014982565311804892,7.328650951385498,7.402956962585449
2010-04-22,7.984242916107178,7.9926327506357255,7.676522571916532,7.737647709097295,793424800,2010,April,Thursday,0,0,0.02796876514671398,2.796876514671398,7.252860450744629,6.728702507019043,0.015720844767014654,7.767009258270264,7.328650951385498
2010-04-23,8.114877700805664,8.155327470000394,8.00011960294191,8.029782446978727,796955600,2010,April,Friday,0,0,0.016361574424914815,1.6361574424914815,7.319048500061035,6.774072456359863,0.015134262596148472,7.984242916107178,7.767009258270264
2010-04-26,8.075032234191895,8.163722384874214,8.03578018769329,8.146344239173125,479068800,2010,April,Monday,0,0,-0.004910174630212039,-0.49101746302120386,7.376877188682556,6.816518125534057,0.01526027531026104,8.114877700805664,7.984242916107178
2010-04-27,7.85150671005249,8.025292142649771,7.805963493301944,8.008213236343646,709343600,2010,April,Tuesday,0,0,-0.02768106896130229,-2.768106896130229,7.421297311782837,6.853468523025513,0.017210824380917596,8.075032234191895,8.114877700805664
2010-04-28,7.838320732116699,7.910231175437636,7.682812808239615,7.88775961195519,758402400,2010,April,Wednesday,0,0,-0.001679420068368409,-0.1679420068368409,7.45987458229065,6.8883454132080075,0.017167259848486258,7.85150671005249,8.075032234191895
2010-04-29,8.049259185791016,8.09000819147376,7.8506043826699194,7.880866500124042,558840800,2010,April,Thursday,0,0,0.02691117917770547,2.691117917770547,7.510272264480591,6.927950420379639,0.01767967811929746,7.838320732116699,7.85150671005249
2010-04-30,7.823042392730713,8.107091023610067,7.82034606019998,8.069337567587755,542463600,2010,April,Friday,0,0,-0.028104051296998,-2.8104051296998,7.547905969619751,6.962803421020507,0.019333305885236872,8.049259185791016,7.838320732116699
2010-05-03,7.9806437492370605,8.026487781906889,7.876671774623435,7.905436908878482,454342000,2010,May,Monday,0,0,0.0201457883767564,2.01457883767564,7.58964421749115,7.001563482284546,0.019587532687565433,7.823042392730713,8.049259185791016
2010-05-04,7.750833034515381,7.888962904365339,7.693005088237987,7.876978223319223,723819600,2010,May,Tuesday,0,0,-0.028796012194335696,-2.8796012194335696,7.6183189868927,7.036476402282715,0.021056581095348775,7.9806437492370605,7.823042392730713
2010-05-05,7.670230388641357,7.734651130452572,7.4526987712687225,7.581540254891153,883103200,2010,May,Wednesday,0,0,-0.010399223607977404,-1.0399223607977404,7.641375589370727,7.071790809631348,0.02130250440586159,7.750833034515381,7.9806437492370605
2010-05-06,7.378391265869141,7.737946794691081,5.970129244296406,7.605510466903237,1285860800,2010,May,Thursday,0,0,-0.038048286424928524,-3.8048286424928524,7.6508139848709105,7.099111089706421,0.023209121812171274,7.670230388641357,7.750833034515381
2010-05-07,7.067076683044434,7.387981146489486,6.747970841907155,7.3022873548294,1676018400,2010,May,Friday,0,0,-0.04219274522141181,-4.2192745221411805,7.641929984092712,7.119402084350586,0.025116941743214976,7.378391265869141,7.670230388641357
2010-05-10,7.610302448272705,7.630078482754629,7.44670470896017,7.498241453269114,984306400,2010,May,Monday,0,0,0.07686711063028318,7.6867110630283175,7.659458184242249,7.14898754119873,0.030566464595153685,7.067076683044434,7.378391265869141
2010-05-11,7.686110496520996,7.78708533094144,7.505733084168814,7.545882828359145,848906800,2010,May,Tuesday,0,0,0.009961239880222683,0.9961239880222683,7.680567026138306,7.177470378875732,0.03060259306438922,7.610302448272705,7.067076683044434
2010-05-12,7.853004455566406,7.884165895312175,7.751430339495726,7.767609133063887,654379600,2010,May,Wednesday,0,0,0.02171370800887562,2.171370800887562,7.705136609077454,7.209374971389771,0.030802502304310583,7.686110496520996,7.610302448272705
2010-05-13,7.741242408752441,7.940196517012091,7.682514374310642,7.886861946966857,599712400,2010,May,Thursday,0,0,-0.014231756450201027,-1.4231756450201027,7.7192791223526,7.238756713867187,0.03096758075408145,7.853004455566406,7.686110496520996
2010-05-14,7.60521125793457,7.6849130928775935,7.475771285469758,7.645361812380294,759362800,2010,May,Friday,0,0,-0.017572263421704926,-1.7572263421704926,7.728897261619568,7.2645908546447755,0.031236577888057532,7.741242408752441,7.853004455566406
2010-05-17,7.617196559906006,7.675924605388261,7.422137294769281,7.631579134333998,762834800,2010,May,Monday,0,0,0.001575932813034031,0.1575932813034031,7.739609241485596,7.285726766586304,0.031228290427619092,7.60521125793457,7.741242408752441
2010-05-18,7.561465263366699,7.746936135229173,7.498542303844882,7.699894334137096,782678400,2010,May,Tuesday,0,0,-0.007316510228008943,-0.7316510228008943,7.751249957084656,7.305670137405396,0.031179514736430755,7.617196559906006,7.60521125793457
2010-05-19,7.441011428833008,7.578241911583676,7.336440964074038,7.475768504814816,1025726800,2010,May,Wednesday,0,0,-0.015929959384625936,-1.5929959384625936,7.734950065612793,7.320843381881714,0.028252757524632875,7.561465263366699,7.617196559906006
2010-05-20,7.1240057945251465,7.306480298872437,7.077562466728916,7.247452219014828,1282915200,2010,May,Thursday,0,0,-0.04260249259657134,-4.260249259657134,7.691938209533691,7.32858585357666,0.028746020607892435,7.441011428833008,7.561465263366699
2010-05-21,7.2606353759765625,7.325954616700982,6.931940514012006,6.975985935953471,1223891200,2010,May,Friday,0,0,0.019178757765247356,1.9178757765247356,7.649226093292237,7.338665409088135,0.02886439148491525,7.1240057945251465,7.441011428833008
2010-05-24,7.393667697906494,7.517714926804326,7.3786866587302615,7.409248810751929,754238800,2010,May,Monday,0,0,0.018322407756502734,1.8322407756502734,7.615157866477967,7.350746412277221,0.02933838308584679,7.2606353759765625,7.1240057945251465
2010-05-25,7.347529888153076,7.393672382155456,7.10602808673333,7.1716465840823815,1048006400,2010,May,Tuesday,0,0,-0.006240178979977973,-0.6240178979977973,7.589959025382996,7.3635586166381835,0.028814334161399866,7.393667697906494,7.2606353759765625
2010-05-26,7.314269542694092,7.554573562101989,7.3034826131180495,7.49314919105301,850654000,2010,May,Wednesday,0,0,-0.004526738368579086,-0.45267383685790863,7.563756465911865,7.375340042114257,0.028814906547542714,7.347529888153076,7.393667697906494
2010-05-27,7.591126441955566,7.607306833706992,7.464083603412408,7.508728299023235,666282400,2010,May,Thursday,0,0,0.037851612884298946,3.7851612884298946,7.540849828720093,7.392856397628784,0.02950938635931655,7.314269542694092,7.347529888153076
2010-05-28,7.696896076202393,7.772402969024068,7.591126258847095,7.7721037321962445,815614800,2010,May,Friday,0,0,0.013933325318130185,1.3933325318130185,7.534542512893677,7.412170543670654,0.029085036961568604,7.591126441955566,7.314269542694092
2010-06-01,7.815249919891357,7.968360765145078,7.7592190234729,7.7810921156660715,876472800,2010,June,Tuesday,0,0,0.01537682755713643,1.537682755713643,7.526272821426391,7.435290002822876,0.02892671664292895,7.696896076202393,7.591126441955566
2010-06-02,7.908736228942871,7.934204167470859,7.800269262073349,7.926413607405293,688548000,2010,June,Wednesday,0,0,0.011962037044211726,1.1962037044211726,7.534167981147766,7.458781023025512,0.02826794260854897,7.815249919891357,7.696896076202393
2010-06-03,7.8838677406311035,7.956677522323005,7.80266732388461,7.945590554653368,650106800,2010,June,Thursday,0,0,-0.0031444326365012154,-0.31444326365012154,7.544849848747253,7.479611368179321,0.028155100235434504,7.908736228942871,7.815249919891357
2010-06-04,7.66933012008667,7.847309620673434,7.629479616435351,7.736746415741099,758304400,2010,June,Friday,0,0,-0.02721222978396387,-2.721222978396387,7.55939679145813,7.495545644760131,0.027444285651008697,7.8838677406311035,7.908736228942871
2010-06-07,7.518918514251709,7.764914479304953,7.507232271734648,7.7391464985775515,886942000,2010,June,Monday,0,0,-0.019612091731586734,-1.9612091731586734,7.581988883018494,7.510101680755615,0.025941370820974866,7.66933012008667,7.8838677406311035
2010-06-08,7.470675468444824,7.6046103527507345,7.360411497484296,7.587830687559611,1000770400,2010,June,Tuesday,0,0,-0.006416221390808108,-0.6416221390808108,7.575007534027099,7.521146020889282,0.019386955257293673,7.518918514251709,7.66933012008667
2010-06-09,7.287003040313721,7.5476823732337275,7.2657300180716184,7.534797584976363,854630000,2010,June,Wednesday,0,0,-0.024585785971685148,-2.458578597168515,7.555052161216736,7.5276239967346195,0.01991456888869006,7.470675468444824,7.518918514251709
2010-06-10,7.5060343742370605,7.520116112166649,7.257041244185826,7.336143806807797,776356000,2010,June,Thursday,0,0,0.030057807401972836,3.0057807401972836,7.537703657150269,7.536409177780151,0.02052597815655948,7.287003040313721,7.470675468444824
2010-06-11,7.595923900604248,7.606410794912865,7.411950794360673,7.437718774684415,545759200,2010,June,Friday,0,0,0.011975634787353862,1.1975634787353862,7.530437731742859,7.547501544952393,0.02054433907483837,7.5060343742370605,7.287003040313721
2010-06-14,7.618993759155273,7.764913349838529,7.610903961749909,7.669331965441357,602960400,2010,June,Monday,0,0,0.003037136608120772,0.3037136608120772,7.531126856803894,7.558474054336548,0.020169399054385702,7.595923900604248,7.5060343742370605
2010-06-15,7.781093120574951,7.785887311274637,7.655548051971955,7.6597429688341805,585074000,2010,June,Tuesday,0,0,0.02127569158655529,2.127569158655529,7.539321684837342,7.571178340911866,0.0207095922017923,7.618993759155273,7.595923900604248
2010-06-16,8.007612228393555,8.02259327123411,7.809256628373615,7.823339160687042,783678000,2010,June,Wednesday,0,0,0.029111476280837323,2.9111476280837323,7.561629033088684,7.587783832550048,0.021501508901003635,7.781093120574951,7.618993759155273
2010-06-17,8.14604377746582,8.176905983420895,8.075031020108534,8.107990284674768,872855200,2010,June,Thursday,0,0,0.01728749408986263,1.7287494089862632,7.596880650520324,7.606522741317749,0.02123624141182208,8.007612228393555,7.781093120574951
2010-06-18,8.211960792541504,8.239827426657495,8.132559007544202,8.15742847230711,784621600,2010,June,Friday,0,0,0.008091905331766958,0.8091905331766958,7.651278400421143,7.62696949005127,0.01807708994961933,8.14604377746582,8.007612228393555
2010-06-21,8.095105171203613,8.359977798742259,8.051958256280562,8.320426526737673,776490400,2010,June,Monday,0,0,-0.01422992928120459,-1.422992928120459,7.6930018901824955,7.643976459503174,0.018459839432407373,8.211960792541504,8.14604377746582
2010-06-22,8.205368995666504,8.26889041913859,8.134956323449392,8.15473155902144,717262000,2010,June,Tuesday,0,0,0.013621049032831234,1.3621049032831234,7.733586955070495,7.6628890705108645,0.018318912631492074,8.095105171203613,8.211960792541504
2010-06-23,8.119071960449219,8.229635934142939,8.027085467471585,8.227238839856993,768457200,2010,June,Wednesday,0,0,-0.010517142527394108,-1.0517142527394108,7.772164058685303,7.679991836547852,0.018485913206676485,8.205368995666504,8.095105171203613
2010-06-24,8.060046195983887,8.185890456252734,8.033078882984881,8.119971157909015,714277200,2010,June,Thursday,0,0,-0.0072700137100479845,-0.7270013710047984,7.8094528913497925,7.69396050453186,0.018571603276650542,8.119071960449219,8.205368995666504
2010-06-25,7.99113130569458,8.098099657401225,7.964464026965674,8.091807683806142,549942400,2010,June,Friday,0,0,-0.008550185521721376,-0.8550185521721376,7.8294531345367435,7.704615287780761,0.017095188916660235,8.060046195983887,8.119071960449219
2010-06-28,8.039072036743164,8.082518976560088,7.925811716559668,7.998022191539541,584948000,2010,June,Monday,0,0,0.005999242061561549,0.5999242061561549,7.846561932563782,7.717139759063721,0.016912105176491714,7.99113130569458,8.060046195983887
2010-06-29,7.675624370574951,7.921920350616414,7.619593459291187,7.913829752659804,1133344800,2010,June,Tuesday,0,0,-0.04521015168256348,-4.521015168256348,7.839580655097961,7.722593107223511,0.0196530478351677,8.039072036743164,7.99113130569458
2010-06-30,7.536591529846191,7.729552816182971,7.491048339339573,7.691799381882608,739452000,2010,June,Wednesday,0,0,-0.01811355454831165,-1.811355454831165,7.820973420143128,7.726751918792725,0.019782092539551082,7.675624370574951,8.039072036743164
2010-07-01,7.445209980010986,7.634576569241199,7.287604913740866,7.619594718788325,1022896000,2010,July,Thursday,0,0,-0.012125050093708567,-1.2125050093708567,7.799040532112121,7.720315933227539,0.019905713968978424,7.536591529846191,7.675624370574951
2010-07-02,7.399065017700195,7.518617344169848,7.287002413815452,7.505432520061662,693842800,2010,July,Friday,0,0,-0.006197939673250552,-0.6197939673250552,7.785527276992798,7.708612375259399,0.019079508335669664,7.445209980010986,7.536591529846191
2010-07-06,7.449701309204102,7.574646280721918,7.3756922041375805,7.520713245540036,615235600,2010,July,Tuesday,0,0,0.006843606777717559,0.6843606777717559,7.782066416740418,7.695308847427368,0.018679244745178788,7.399065017700195,7.445209980010986
2010-07-07,7.7505292892456055,7.753526458196752,7.483260388475298,7.505431917787953,654556000,2010,July,Wednesday,0,0,0.04038121362930758,4.038121362930758,7.796059107780456,7.688818788528442,0.020694550997880493,7.449701309204102,7.399065017700195
2010-07-08,7.733151435852051,7.877273982647428,7.637270029318375,7.86468923300109,738144400,2010,July,Thursday,0,0,-0.0022421505351469806,-0.22421505351469806,7.818366527557373,7.686451683044433,0.01976344641027179,7.7505292892456055,7.449701309204102
2010-07-09,7.77899694442749,7.787385979004779,7.645361263813546,7.6971972564848725,433322400,2010,July,Friday,0,0,0.005928437966815636,0.5928437966815636,7.832014656066894,7.68526520729065,0.018745394413596163,7.733151435852051,7.7505292892456055
2010-07-12,7.70918083190918,7.845812048229962,7.636371070616622,7.746335004776978,562878400,2010,July,Monday,0,0,-0.008974950500311385,-0.8974950500311385,7.8376775026321415,7.678463640213013,0.018741319397021197,7.77899694442749,7.733151435852051
2010-07-13,7.544684410095215,7.682514185333887,7.383782993332489,7.6801178902040315,1190924000,2010,July,Tuesday,0,0,-0.021337730350427853,-2.1337730350427853,7.833962035179138,7.672896480560302,0.01937728311584416,7.70918083190918,7.77899694442749
2010-07-14,7.572547912597656,7.664534423163108,7.460786170490348,7.472173170624014,812047600,2010,July,Wednesday,0,0,0.003693130287220292,0.3693130287220292,7.823534774780273,7.664734563827515,0.01873454188910478,7.544684410095215,7.70918083190918
2010-07-15,7.534198760986328,7.699594358528445,7.409852225852109,7.437718062428316,824866000,2010,July,Thursday,0,0,-0.005064233604587742,-0.5064233604587742,7.799864101409912,7.660401878356933,0.01733124798309468,7.572547912597656,7.544684410095215
2010-07-16,7.487756252288818,7.639668587379654,7.4431115463328945,7.586034772812199,1039858400,2010,July,Friday,0,0,-0.006164226637874082,-0.6164226637874082,7.766949725151062,7.656752395629883,0.016674472566183315,7.534198760986328,7.572547912597656
2010-07-19,7.358317852020264,7.487159383205869,7.17913969673833,7.487159383205869,1024478000,2010,July,Monday,0,0,-0.017286673858939894,-1.7286673858939894,7.724267578125,7.656350927352905,0.01666573768055732,7.487756252288818,7.534198760986328
2010-07-20,7.547381401062012,7.5776443309132,7.191421529653795,7.2780146020928385,1074950800,2010,July,Tuesday,0,0,0.02569385460697915,2.569385460697915,7.69688138961792,7.665957021713257,0.01789094475313793,7.358317852020264,7.487756252288818
2010-07-21,7.617793083190918,7.944689295486313,7.610602598671989,7.942891474331976,1185671200,2010,July,Wednesday,0,0,0.009329286329560427,0.9329286329560427,7.667502593994141,7.666106834411621,0.01770147887794742,7.547381401062012,7.358317852020264
2010-07-22,7.761016368865967,7.790379981210218,7.649853093436181,7.720865829501957,645318800,2010,July,Thursday,0,0,0.018801152001762578,1.8801152001762578,7.649599814414978,7.667604951858521,0.018298838909646672,7.617793083190918,7.547381401062012
2010-07-23,7.788583278656006,7.801767302462569,7.6789185718334165,7.703188761064406,533388800,2010,July,Friday,0,0,0.003551971607820059,0.3551971607820059,7.636026668548584,7.666316528320312,0.01829771135507997,7.761016368865967,7.617793083190918
2010-07-26,7.7688069343566895,7.793376356936795,7.721765147180797,7.790379988317461,420551600,2010,July,Monday,0,0,-0.0025391452581000618,-0.2539145258100062,7.624910449981689,7.666867818832397,0.01822594272670278,7.788583278656006,7.761016368865967
2010-07-27,7.912630081176758,7.934203136919199,7.7993697383073295,7.816448640798822,584771600,2010,July,Tuesday,0,0,0.018512900119068032,1.8512900119068032,7.6185883522033695,7.673016195297241,0.018696676233848387,7.7688069343566895,7.788583278656006
2010-07-28,7.819147109985352,7.969861704836241,7.797874085364152,7.90034752832281,519985200,2010,July,Wednesday,0,0,-0.011814399287259914,-1.1814399287259914,7.625764489173889,7.677055206298828,0.015767086089688995,7.912630081176758,7.7688069343566895
2010-07-29,7.733750343322754,7.869782287424273,7.6735253302571,7.811654332484417,643806800,2010,July,Thursday,0,0,-0.010921493797391602,-1.0921493797391602,7.635622429847717,7.680500907897949,0.015384539688728835,7.819147109985352,7.912630081176758
2010-07-30,7.7079854011535645,7.781394465886936,7.637571906320593,7.667236369362059,448210000,2010,July,Friday,0,0,-0.0033314939098640917,-0.33314939098640917,7.648761200904846,7.68584038734436,0.015100595110761138,7.733750343322754,7.819147109985352
2010-08-02,7.8458123207092285,7.867984650409042,7.77899529467137,7.803564719484515,428055600,2010,August,Monday,0,0,0.017881056123307815,1.7881056123307815,7.6710985660552975,7.700276517868042,0.015383007415453457,7.7079854011535645,7.733750343322754
2010-08-03,7.848209381103516,7.888059887038605,7.773002522501699,7.820643587520652,417653600,2010,August,Tuesday,0,0,0.0003055209959534899,0.03055209959534899,7.691023969650269,7.712027997970581,0.01536754210150884,7.8458123207092285,7.7079854011535645
2010-08-04,7.879672050476074,7.9186232516115025,7.799670989523989,7.875477133409478,420375200,2010,August,Wednesday,0,0,0.004008897806461853,0.4008897806461853,7.697481107711792,7.721748085021972,0.012574451962458842,7.848209381103516,7.8458123207092285
2010-08-05,7.841319561004639,7.885665028383983,7.806861712675794,7.842218071782574,289097200,2010,August,Thursday,0,0,-0.004867269757644066,-0.4867269757644066,7.702889513969422,7.731623878479004,0.012622601967460042,7.879672050476074,7.848209381103516
2010-08-06,7.793081283569336,7.835029666552455,7.719371376252722,7.78379213583747,444897600,2010,August,Friday,0,0,-0.006151806090800682,-0.6151806090800682,7.703593730926514,7.741200113296509,0.012651778274269634,7.841319561004639,7.879672050476074
2010-08-09,7.84281587600708,7.854801351457883,7.777496634997194,7.8347252800285405,303128000,2010,August,Monday,0,0,0.006381890631963927,0.6381890631963927,7.710275483131409,7.746233901977539,0.012533249238463865,7.793081283569336,7.841319561004639
2010-08-10,7.772701263427734,7.803863494863409,7.716969611150766,7.78588528441975,451920000,2010,August,Tuesday,0,0,-0.00893997942675695,-0.893997942675695,7.721676325798034,7.747750005722046,0.01164913189834439,7.84281587600708,7.793081283569336
2010-08-11,7.496444225311279,7.661241325310692,7.4850588228371855,7.6525522549755784,620054400,2010,August,Wednesday,0,0,-0.03554196009260069,-3.554196009260069,7.717871141433716,7.741373891830444,0.014277151056211038,7.772701263427734,7.84281587600708
2010-08-12,7.544383525848389,7.583634751494678,7.374493039076482,7.39157193880019,534920400,2010,August,Thursday,0,0,0.0063949385997223995,0.63949385997224,7.718380379676819,7.7340868377685545,0.014310344480981058,7.496444225311279,7.772701263427734
2010-08-13,7.463786602020264,7.547083280503995,7.46348656499687,7.540192030150704,354869200,2010,August,Friday,0,0,-0.010683036400785495,-1.0683036400785495,7.717181897163391,7.7256852149963375,0.014450522465436055,7.544383525848389,7.496444225311279
2010-08-16,7.420042514801025,7.491055297699748,7.389479534755413,7.418244692445401,318430000,2010,August,Monday,0,0,-0.005860843771631652,-0.5860843771631652,7.720268130302429,7.720699462890625,0.0139508846122607,7.463786602020264,7.544383525848389
2010-08-17,7.549779891967773,7.629481721358063,7.46678165604144,7.493149707935094,422640400,2010,August,Tuesday,0,0,0.017484721537370795,1.7484721537370795,7.720388054847717,7.721316690444946,0.013275362688594222,7.420042514801025,7.463786602020264
2010-08-18,7.582738876342773,7.630679992063802,7.538094167383718,7.56146585134585,339696000,2010,August,Wednesday,0,0,0.004365555664750609,0.4365555664750609,7.71863534450531,7.723557958602905,0.013139441617387736,7.549779891967773,7.420042514801025
2010-08-19,7.487157821655273,7.595024736846602,7.451202183258164,7.575847969648803,426706000,2010,August,Thursday,0,0,-0.012605083235254444,-1.2605083235254444,7.704942417144776,7.727561054229736,0.01262211032030584,7.582738876342773,7.549779891967773
2010-08-20,7.47996711730957,7.6082085575511895,7.4607903486161975,7.472476592088135,384230000,2010,August,Friday,0,0,-0.0009604050718559076,-0.09604050718559076,7.689511609077454,7.727039709091186,0.012563135073656726,7.487157821655273,7.582738876342773
2010-08-23,7.364907741546631,7.550678658411587,7.348428908703206,7.544386682227828,414041600,2010,August,Monday,0,0,-0.01538233710903325,-1.538233710903325,7.669316649436951,7.722419385910034,0.012918367950773774,7.47996711730957,7.487157821655273
2010-08-24,7.189024448394775,7.28101018565137,7.150671721415138,7.2711233670994275,602565600,2010,August,Tuesday,0,0,-0.023881262240349477,-2.3881262240349477,7.633136367797851,7.713819999694824,0.012751144682818656,7.364907741546631,7.47996711730957
2010-08-25,7.277714729309082,7.310674792320571,7.1072257130012035,7.132394415565893,596867600,2010,August,Wednesday,0,0,0.012336900722894395,1.2336900722894395,7.606064748764038,7.703752431869507,0.013178942651076105,7.189024448394775,7.364907741546631
2010-08-26,7.199509143829346,7.363406894242314,7.199509143829346,7.3544177890765585,466505200,2010,August,Thursday,0,0,-0.010745898731752135,-1.0745898731752135,7.579352688789368,7.687590370178222,0.013173794610376242,7.277714729309082,7.189024448394775
2010-08-27,7.23966121673584,7.2693248700296795,7.058085254340411,7.243556896517032,548391200,2010,August,Friday,0,0,0.005577057005463848,0.5577057005463848,7.555936479568482,7.669462718963623,0.01332911235523587,7.199509143829346,7.277714729309082
2010-08-30,7.266026973724365,7.3634069468025745,7.2114938687612185,7.213890963489197,383289200,2010,August,Monday,0,0,0.003641849556105692,0.3641849556105692,7.5269472122192385,7.65054404258728,0.012507554743964073,7.23966121673584,7.199509143829346
